Date,Open,High,Low,Close,Adj Close,Volume
2015-06-09,1226.828857,1668.487183,1226.828857,1668.487183,1668.487183,35083
2015-06-10,1668.487183,1815.706665,1668.487183,1668.487183,1668.487183,40848
2015-06-11,1668.487183,1771.540894,1668.487183,1756.818848,1756.818848,30222
2015-06-12,1756.818848,1765.652100,1526.175049,1643.950684,1643.950684,7316
2015-06-15,1688.116455,1717.560425,1668.487183,1716.578857,1716.578857,7347
2015-06-16,1716.578857,1716.578857,1716.578857,1716.578857,1716.578857,0
2015-06-17,1717.560425,1765.652100,1668.487183,1668.487183,1668.487183,4574
2015-06-18,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,2210
2015-06-19,1589.970215,1589.970215,1570.340942,1589.970215,1589.970215,6451
2015-06-22,1589.970215,1693.023804,1589.970215,1668.487183,1668.487183,2153
2015-06-23,1693.023804,1693.023804,1526.175049,1693.023804,1693.023804,649
2015-06-24,1526.175049,1717.560425,1526.175049,1693.023804,1693.023804,3489
2015-06-25,1688.116455,1693.023804,1531.082397,1693.023804,1693.023804,1596
2015-06-26,1531.082397,1693.023804,1526.175049,1531.082397,1531.082397,3362
2015-06-29,1531.082397,1668.487183,1531.082397,1668.487183,1668.487183,173
2015-06-30,1531.082397,1668.487183,1526.175049,1668.487183,1668.487183,6022
2015-07-01,1667.505859,1667.505859,1570.340942,1570.340942,1570.340942,153
2015-07-02,1619.414063,1619.414063,1619.414063,1619.414063,1619.414063,721
2015-07-03,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,142
2015-07-06,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,758
2015-07-07,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,274
2015-07-08,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,239
2015-07-09,1550.711670,1648.858032,1545.804321,1545.804321,1545.804321,1553
2015-07-10,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,1691
2015-07-13,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,413
2015-07-14,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,1092
2015-07-15,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,87
2015-07-16,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,2554
2015-07-17,1619.414063,1619.414063,1619.414063,1619.414063,1619.414063,67
2015-07-20,1619.414063,1619.414063,1619.414063,1619.414063,1619.414063,732
2015-07-21,1648.858032,1668.487183,1643.950684,1643.950684,1643.950684,1622
2015-07-22,1643.950684,1643.950684,1643.950684,1643.950684,1643.950684,176
2015-07-23,1668.487183,1668.487183,1668.487183,1668.487183,1668.487183,22
2015-07-24,1678.301880,1693.023804,1668.487183,1693.023804,1693.023804,2160
2015-07-27,1693.023804,1693.023804,1693.023804,1693.023804,1693.023804,454
