Date,Open,High,Low,Close,Adj Close,Volume
2003-03-04,2900.000000,2920.000000,2780.000000,2820.000000,1387.845459,13569700
2003-03-05,2800.000000,2810.000000,2785.000000,2790.000000,1373.081177,8945600
2003-03-06,2800.000000,2880.000000,2795.000000,2870.000000,1412.452515,3506600
2003-03-07,2855.000000,2875.000000,2815.000000,2820.000000,1387.845459,2480900
2003-03-10,2800.000000,2840.000000,2800.000000,2810.000000,1382.923462,1998800
2003-03-11,2819.000000,2819.000000,2795.000000,2800.000000,1378.002075,3574300
2003-03-12,2800.000000,2825.000000,2796.000000,2800.000000,1378.002075,767500
2003-03-13,2810.000000,2830.000000,2810.000000,2822.000000,1388.829590,990000
2003-03-14,2830.000000,2841.000000,2825.000000,2840.000000,1397.688110,676200
2003-03-17,2820.000000,2820.000000,2805.000000,2816.000000,1385.876709,292600
2003-03-18,2820.000000,2850.000000,2820.000000,2830.000000,1392.766846,800000
2003-03-19,2830.000000,2945.000000,2830.000000,2902.000000,1428.201050,2584700
2003-03-20,2910.000000,3075.000000,2890.000000,3030.000000,1491.195313,1241900
2003-03-21,3030.000000,3030.000000,3030.000000,3030.000000,1491.195313,0
2003-03-24,3030.000000,3030.000000,2901.000000,2969.000000,1461.174561,403200
2003-03-25,2900.000000,2965.000000,2900.000000,2940.000000,1446.902832,877600
2003-03-26,2941.000000,2970.000000,2930.000000,2940.000000,1446.902832,720600
2003-03-27,2920.000000,2950.000000,2920.000000,2930.000000,1441.981079,532600
2003-03-28,2931.000000,2951.000000,2916.219971,2950.000000,1451.823608,1830100
2003-03-31,2901.000000,2915.000000,2901.000000,2915.000000,1434.599121,186000
2003-04-01,2910.000000,3000.000000,2910.000000,2955.000000,1454.285278,636600
2003-04-02,2975.000000,3050.000000,2950.000000,3000.000000,1476.431152,625500
2003-04-03,3029.000000,3029.000000,2975.000000,3000.000000,1476.431152,599100
2003-04-04,3000.000000,3050.000000,3000.000000,3020.000000,1486.274414,602900
2003-04-07,3050.000000,3170.000000,3000.000000,3125.000000,1537.949097,936800
