Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,3220.000000,3220.000000,3200.000000,3200.000000,1850.771118,2000
2000-01-05,3100.000000,3105.000000,3100.000000,3105.000000,1795.826416,10900
2000-01-06,3150.000000,3200.000000,3150.000000,3200.000000,1850.771118,11500
2000-01-07,3200.000000,3250.000000,3200.000000,3200.000000,1850.771118,12300
2000-01-10,3200.000000,3350.000000,3200.000000,3350.000000,1937.526245,7200
2000-01-11,3500.000000,3500.000000,3400.000000,3400.000000,1966.443970,11700
2000-01-12,3400.000000,3400.000000,3400.000000,3400.000000,1966.443970,2000
2000-01-13,3395.000000,3400.000000,3360.000000,3400.000000,1966.443970,21200
2000-01-14,3500.000000,3550.000000,3450.000000,3450.000000,1995.363037,35300
2000-01-17,3575.000000,3575.000000,3540.000000,3540.000000,2047.415405,7000
2000-01-18,3520.000000,3520.000000,3460.000000,3460.000000,2001.146118,5700
2000-01-19,3460.000000,3460.000000,3435.000000,3435.000000,1986.687500,2100
2000-01-20,3420.000000,3420.000000,3400.000000,3400.000000,1966.443970,1400
2000-01-21,3350.000000,3350.000000,3200.000000,3280.000000,1897.040894,48400
2000-01-24,3280.000000,3280.000000,3250.000000,3250.000000,1879.689209,40100
2000-01-25,3200.000000,3205.000000,3180.000000,3180.000000,1839.204224,75200
2000-01-26,3190.000000,3195.000000,3190.000000,3195.000000,1847.879395,130500
2000-01-27,3180.000000,3180.000000,3120.000000,3120.000000,1804.501465,511100
2000-01-28,3120.000000,3120.000000,3120.000000,3120.000000,1804.501465,11900
2000-01-31,3130.000000,3130.000000,3130.000000,3130.000000,1810.285522,9600
2000-02-01,3150.000000,3200.000000,3150.000000,3150.000000,1821.853271,900
2000-02-02,3295.000000,3300.000000,3295.000000,3295.000000,1905.715698,11400
2000-02-03,3300.000000,3300.000000,3300.000000,3300.000000,1908.608276,2000
2000-02-04,3300.000000,3300.000000,3300.000000,3300.000000,1908.608276,9100
2000-02-07,3350.000000,3350.000000,3250.000000,3250.000000,1879.689209,0
2000-02-08,3310.000000,3310.000000,3310.000000,3310.000000,1914.391357,1500
2000-02-09,3400.000000,3400.000000,3400.000000,3400.000000,1966.443970,500
2000-02-10,3400.000000,3400.000000,3375.000000,3375.000000,1951.985229,0
2000-02-11,3400.000000,3400.000000,3400.000000,3400.000000,1966.443970,1500
2000-02-14,3500.000000,3500.000000,3390.000000,3390.000000,1960.661011,2800
2000-02-15,3390.000000,3390.000000,3390.000000,3390.000000,1960.661011,5800
2000-02-16,3315.000000,3315.000000,3300.000000,3300.000000,1908.608276,3100
2000-02-17,3300.000000,3390.000000,3300.000000,3390.000000,1960.661011,282500
2000-02-18,3390.000000,3390.000000,3300.000000,3300.000000,1908.608276,2600
2000-02-21,3300.000000,3300.000000,3100.000000,3100.000000,1792.934814,0
2000-02-22,3300.000000,3300.000000,3290.000000,3290.000000,1902.824097,500
2000-02-23,3240.000000,3240.000000,3100.000000,3100.000000,1792.934814,0
2000-02-24,3205.000000,3205.000000,3105.000000,3120.000000,1804.501465,4800
2000-02-25,3120.000000,3120.000000,3100.000000,3100.000000,1792.934814,29800
2000-02-28,2900.000000,2925.000000,2900.000000,2925.000000,1691.720947,25300
2000-02-29,2950.000000,2960.000000,2925.000000,2925.000000,1691.720947,16400
2000-03-01,2950.000000,3015.000000,2950.000000,3015.000000,1743.774048,5900
2000-03-02,3025.000000,3025.000000,3010.000000,3020.000000,1746.665039,22800
2000-03-03,3010.000000,3010.000000,2950.000000,3000.000000,1735.098389,8200
2000-03-06,2900.000000,2900.000000,2900.000000,2900.000000,1677.261841,2700
2000-03-07,2900.000000,2960.000000,2900.000000,2900.000000,1677.261841,20200
2000-03-08,3020.000000,3020.000000,3000.000000,3000.000000,1735.098389,600
2000-03-09,3000.000000,3010.000000,2980.000000,3000.000000,1735.098389,29100
2000-03-10,3000.000000,3000.000000,2980.000000,2980.000000,1723.530884,93600
2000-03-13,2980.000000,2980.000000,2980.000000,2980.000000,1733.946411,0
